CMDLINE /Users/damien/anaconda/bin/python test.py pt 1000 100 10000
MEM 0.023438 1525896765.7288
MEM 11.968750 1525896765.8328
MEM 19.480469 1525896765.9333
MEM 27.636719 1525896766.0382
MEM 34.921875 1525896766.1420
MEM 45.117188 1525896766.2457
MEM 46.109375 1525896766.3480
MEM 49.941406 1525896766.4507
MEM 56.382812 1525896766.5511
MEM 62.996094 1525896766.6564
MEM 67.480469 1525896766.7601
MEM 70.750000 1525896766.8608
MEM 75.625000 1525896766.9611
MEM 83.675781 1525896767.0614
MEM 86.972656 1525896767.1639
MEM 91.582031 1525896767.2641
MEM 95.699219 1525896767.3677
MEM 111.906250 1525896767.4700
MEM 115.535156 1525896767.5725
MEM 188.355469 1525896767.6734
MEM 188.808594 1525896767.7749
MEM 189.078125 1525896767.8785
MEM 189.093750 1525896767.9811
MEM 189.097656 1525896768.0840
MEM 189.230469 1525896768.1864
MEM 189.277344 1525896768.2873
MEM 189.296875 1525896768.3922
MEM 189.304688 1525896768.4943
MEM 189.351562 1525896768.5978
MEM 189.355469 1525896768.6984
MEM 189.363281 1525896768.7987
MEM 189.371094 1525896768.9011
MEM 189.382812 1525896769.0022
MEM 189.394531 1525896769.1026
MEM 189.398438 1525896769.2051
MEM 189.484375 1525896769.3071
MEM 189.488281 1525896769.4079
MEM 189.503906 1525896769.5104
MEM 189.503906 1525896769.6113
MEM 189.511719 1525896769.7121
MEM 189.519531 1525896769.8146
MEM 189.531250 1525896769.9184
MEM 189.574219 1525896770.0192
MEM 189.585938 1525896770.1201
MEM 189.617188 1525896770.2253
MEM 189.628906 1525896770.3259
MEM 189.636719 1525896770.4261
MEM 189.640625 1525896770.5300
MEM 189.652344 1525896770.6313
MEM 189.664062 1525896770.7345
MEM 189.750000 1525896770.8374
MEM 189.765625 1525896770.9411
MEM 189.843750 1525896771.0435
MEM 189.855469 1525896771.1440
MEM 189.855469 1525896771.2451
MEM 189.867188 1525896771.3496
MEM 189.875000 1525896771.4507
MEM 189.890625 1525896771.5523
MEM 189.972656 1525896771.6540
MEM 189.976562 1525896771.7547
MEM 189.992188 1525896771.8551
MEM 189.992188 1525896771.9580
MEM 190.000000 1525896772.0625
MEM 190.019531 1525896772.1639
MEM 190.023438 1525896772.2682
MEM 190.042969 1525896772.3699
MEM 190.054688 1525896772.4713
MEM 190.070312 1525896772.5756
MEM 190.078125 1525896772.6769
MEM 190.085938 1525896772.7773
MEM 190.097656 1525896772.8778
MEM 190.101562 1525896772.9812
MEM 190.113281 1525896773.0838
MEM 190.121094 1525896773.1888
MEM 190.136719 1525896773.2894
MEM 190.136719 1525896773.3898
MEM 190.148438 1525896773.4937
MEM 190.156250 1525896773.5953
MEM 190.167969 1525896773.6978
MEM 190.179688 1525896773.8004
MEM 190.183594 1525896773.9054
MEM 190.191406 1525896774.0106
MEM 190.199219 1525896774.1144
MEM 190.687500 1525896774.2186
MEM 190.695312 1525896774.3236
MEM 190.695312 1525896774.4279
MEM 190.703125 1525896774.5312
MEM 190.707031 1525896774.6315
MEM 190.710938 1525896774.7342
MEM 190.718750 1525896774.8380
MEM 190.718750 1525896774.9401
MEM 190.726562 1525896775.0440
MEM 190.773438 1525896775.1477
MEM 190.781250 1525896775.2512
MEM 190.785156 1525896775.3530
MEM 190.789062 1525896775.4545
MEM 190.796875 1525896775.5569
MEM 190.804688 1525896775.6577
MEM 190.808594 1525896775.7582
MEM 190.812500 1525896775.8600
MEM 190.816406 1525896775.9646
MEM 190.816406 1525896776.0674
MEM 190.816406 1525896776.1698
