CMDLINE /Users/damien/anaconda/bin/python test.py sn 100000 100000
MEM 0.023438 1525893782.3311
MEM 13.394531 1525893782.4315
MEM 21.484375 1525893782.5367
MEM 31.542969 1525893782.6418
MEM 38.378906 1525893782.7432
MEM 45.695312 1525893782.8470
MEM 46.910156 1525893782.9472
MEM 51.453125 1525893783.0477
MEM 58.699219 1525893783.1482
MEM 64.933594 1525893783.2502
MEM 68.277344 1525893783.3508
MEM 72.195312 1525893783.4510
MEM 80.300781 1525893783.5554
MEM 84.226562 1525893783.6556
MEM 90.316406 1525893783.7560
MEM 94.558594 1525893783.8562
MEM 146.136719 1525893783.9612
MEM 199.148438 1525893784.0640
MEM 256.273438 1525893784.1650
MEM 345.078125 1525893784.2666
MEM 297.753906 1525893784.3702
MEM 321.437500 1525893784.4718
MEM 341.386719 1525893784.5720
MEM 341.394531 1525893784.6745
MEM 341.441406 1525893784.7771
MEM 341.644531 1525893784.8824
MEM 341.644531 1525893784.9876
MEM 298.925781 1525893785.0890
MEM 298.925781 1525893785.1903
MEM 347.753906 1525893785.2933
MEM 341.750000 1525893785.3986
MEM 341.750000 1525893785.5038
MEM 299.175781 1525893785.6053
MEM 299.175781 1525893785.7105
MEM 299.175781 1525893785.8154
MEM 299.175781 1525893785.9206
MEM 348.003906 1525893786.0211
MEM 342.000000 1525893786.1220
MEM 342.000000 1525893786.2271
MEM 299.332031 1525893786.3289
MEM 299.429688 1525893786.4341
MEM 348.257812 1525893786.5370
MEM 299.437500 1525893786.6375
MEM 299.437500 1525893786.7386
MEM 342.164062 1525893786.8388
MEM 342.164062 1525893786.9392
MEM 342.164062 1525893787.0398
MEM 299.449219 1525893787.1450
MEM 299.449219 1525893787.2502
MEM 348.281250 1525893787.3505
MEM 299.554688 1525893787.4553
MEM 326.527344 1525893787.5556
MEM 342.324219 1525893787.6609
MEM 342.324219 1525893787.7641
MEM 342.324219 1525893787.8667
MEM 342.425781 1525893787.9721
MEM 342.425781 1525893788.0771
MEM 299.707031 1525893788.1802
MEM 299.707031 1525893788.2854
MEM 299.710938 1525893788.3885
MEM 299.710938 1525893788.4887
MEM 348.539062 1525893788.5890
MEM 342.449219 1525893788.6942
MEM 342.449219 1525893788.7994
MEM 299.742188 1525893788.9049
MEM 299.742188 1525893789.0052
MEM 348.570312 1525893789.1085
MEM 299.746094 1525893789.2137
MEM 299.746094 1525893789.3151
MEM 342.472656 1525893789.4157
MEM 342.480469 1525893789.5175
MEM 342.480469 1525893789.6219
MEM 299.761719 1525893789.7271
MEM 314.375000 1525893789.8324
MEM 299.773438 1525893789.9377
MEM 299.773438 1525893790.0385
MEM 348.601562 1525893790.1389
MEM 342.496094 1525893790.2417
MEM 342.496094 1525893790.3469
MEM 299.777344 1525893790.4471
MEM 299.777344 1525893790.5484
MEM 348.609375 1525893790.6495
MEM 342.503906 1525893790.7533
MEM 342.503906 1525893790.8551
MEM 342.519531 1525893790.9553
MEM 342.519531 1525893791.0605
MEM 299.812500 1525893791.1648
MEM 299.914062 1525893791.2701
MEM 348.742188 1525893791.3752
MEM 299.964844 1525893791.4761
MEM 299.964844 1525893791.5787
MEM 299.964844 1525893791.6839
MEM 299.964844 1525893791.7854
MEM 348.792969 1525893791.8878
MEM 342.796875 1525893791.9881
MEM 342.796875 1525893792.0885
MEM 300.078125 1525893792.1937
MEM 300.078125 1525893792.2941
MEM 348.070312 1525893792.3947
MEM 342.804688 1525893792.4996
MEM 342.804688 1525893792.6049
MEM 300.085938 1525893792.7054
MEM 300.085938 1525893792.8057
MEM 348.914062 1525893792.9089
MEM 342.816406 1525893793.0122
MEM 342.816406 1525893793.1135
MEM 342.820312 1525893793.2187
MEM 342.824219 1525893793.3217
MEM 343.980469 1525893793.4250
MEM 300.105469 1525893793.5285
MEM 324.464844 1525893793.6338
MEM 300.105469 1525893793.7378
MEM 300.105469 1525893793.8384
MEM 348.933594 1525893793.9390
MEM 300.105469 1525893794.0437
MEM 319.546875 1525893794.1475
MEM 342.832031 1525893794.2499
MEM 342.832031 1525893794.3550
MEM 300.109375 1525893794.4585
MEM 300.109375 1525893794.5633
MEM 348.937500 1525893794.6683
MEM 300.117188 1525893794.7698
MEM 300.117188 1525893794.8716
MEM 348.945312 1525893794.9718
MEM 300.121094 1525893795.0722
MEM 334.585938 1525893795.1774
MEM 300.121094 1525893795.2827
MEM 300.121094 1525893795.3879
MEM 348.949219 1525893795.4881
MEM 300.121094 1525893795.5885
MEM 331.664062 1525893795.6887
MEM 300.121094 1525893795.7940
MEM 300.125000 1525893795.8992
MEM 348.953125 1525893796.0013
MEM 300.125000 1525893796.1049
MEM 300.125000 1525893796.2101
MEM 300.125000 1525893796.3154
MEM 300.125000 1525893796.4179
MEM 348.953125 1525893796.5216
MEM 300.125000 1525893796.6257
MEM 300.132812 1525893796.7269
MEM 300.132812 1525893796.8321
MEM 300.132812 1525893796.9372
MEM 348.960938 1525893797.0406
MEM 300.136719 1525893797.1459
MEM 300.136719 1525893797.2502
MEM 348.964844 1525893797.3548
MEM 300.136719 1525893797.4561
MEM 300.136719 1525893797.5580
MEM 329.898438 1525893797.6612
MEM 300.140625 1525893797.7665
MEM 300.140625 1525893797.8670
MEM 348.968750 1525893797.9715
MEM 300.144531 1525893798.0718
MEM 300.527344 1525893798.1732
MEM 344.566406 1525893798.2770
MEM 300.531250 1525893798.3777
MEM 326.593750 1525893798.4802
MEM 343.253906 1525893798.5854
MEM 343.253906 1525893798.6872
MEM 343.253906 1525893798.7915
MEM 343.257812 1525893798.8925
MEM 343.257812 1525893798.9967
MEM 300.542969 1525893799.0990
MEM 300.542969 1525893799.2002
MEM 349.371094 1525893799.3050
MEM 300.546875 1525893799.4084
MEM 314.792969 1525893799.5093
MEM 300.558594 1525893799.6123
MEM 300.558594 1525893799.7132
MEM 300.558594 1525893799.8166
MEM 300.558594 1525893799.9215
MEM 349.386719 1525893800.0218
MEM 343.281250 1525893800.1221
MEM 343.281250 1525893800.2274
MEM 300.566406 1525893800.3283
MEM 339.730469 1525893800.4308
MEM 300.566406 1525893800.5361
MEM 308.753906 1525893800.6378
MEM 300.574219 1525893800.7382
MEM 300.574219 1525893800.8388
MEM 343.300781 1525893800.9440
MEM 343.300781 1525893801.0442
MEM 343.300781 1525893801.1475
MEM 344.121094 1525893801.2505
MEM 300.585938 1525893801.3522
MEM 305.144531 1525893801.4566
MEM 300.585938 1525893801.5619
MEM 300.585938 1525893801.6671
